frame_id,object_id,class,x1,y1,x2,y2,velocity_m_s
259,2,Car,783,298,844,342,1.545
260,2,Car,784,298,847,342,1.355
261,2,Car,785,298,848,342,2.424
262,2,Car,785,298,849,342,5.016
263,2,Car,786,298,852,342,7.336
264,2,Car,788,298,854,342,8.614
265,2,Car,790,298,856,342,9.438
266,2,Car,790,297,859,343,9.429
267,2,Car,792,298,862,344,9.894
268,2,Car,792,298,864,345,9.941
269,2,Car,793,298,866,345,10.791
270,2,Car,795,298,868,345,10.791
271,2,Car,796,298,871,346,10.851
272,2,Car,798,298,873,346,10.851
273,2,Car,800,298,876,346,11.698
274,2,Car,802,298,878,346,11.176
275,2,Car,804,298,880,346,12.008
276,2,Car,805,298,881,346,11.579
277,2,Car,806,298,883,346,11.151
278,2,Car,807,298,885,347,10.723
278,247,Car,196,306,232,322,0.000
279,2,Car,808,299,887,348,10.366
279,247,Car,187,305,225,323,48.000
280,2,Car,809,300,889,349,9.669
280,247,Car,174,305,216,324,57.020
281,2,Car,809,300,891,351,9.081
281,247,Car,161,306,206,326,61.131
282,2,Car,811,301,893,352,9.399
282,247,Car,150,306,195,327,62.363
283,2,Car,812,301,895,353,9.968
283,247,Car,137,306,185,328,63.702
284,2,Car,813,301,896,353,9.583
284,247,Car,121,305,172,329,67.567
285,2,Car,814,300,898,352,9.081
285,247,Car,107,305,159,328,69.462
286,2,Car,816,300,901,352,9.669
286,247,Car,88,303,145,328,76.725
287,2,Car,817,300,903,353,9.583
287,247,Car,70,301,131,328,81.000
288,2,Car,818,300,905,354,9.941
288,247,Car,52,302,116,330,85.286
289,2,Car,819,301,907,356,9.583
289,247,Car,30,304,98,332,93.009
290,2,Car,820,302,909,356,9.583
290,247,Car,7,304,78,334,101.586
291,2,Car,822,302,911,356,10.428
292,2,Car,824,301,913,355,10.851
293,2,Car,826,299,916,353,10.714
294,2,Car,827,298,918,353,10.749
295,2,Car,830,297,921,352,12.190
296,2,Car,832,296,923,350,13.293
297,2,Car,834,295,924,349,13.801
298,2,Car,836,295,927,348,14.375
299,2,Car,838,295,930,349,14.246
300,2,Car,839,294,933,350,13.306
301,2,Car,842,295,936,350,14.375
302,2,Car,843,294,939,350,13.457
303,2,Car,844,292,942,350,13.396
304,2,Car,846,291,945,349,14.246
305,2,Car,847,291,948,349,13.774
306,2,Car,849,291,950,349,13.396
307,2,Car,851,290,953,349,13.881
308,2,Car,853,289,956,350,13.532
309,2,Car,854,289,957,349,12.692
310,2,Car,855,289,960,350,12.495
311,2,Car,857,289,960,351,11.143
312,2,Car,858,289,960,351,9.857
313,2,Car,858,289,960,352,8.154
314,2,Car,860,289,960,351,6.871
315,2,Car,861,289,960,352,5.214
316,2,Car,863,289,960,352,5.301
317,2,Car,864,289,960,353,4.066
318,2,Car,866,289,960,353,3.951
319,2,Car,867,288,960,353,3.881
320,2,Car,870,288,960,353,5.143
321,2,Car,871,287,960,353,4.714
322,2,Car,873,287,960,352,5.214
323,2,Car,875,287,960,352,5.214
324,2,Car,878,287,960,353,6.061
325,2,Car,880,287,960,354,6.015
326,2,Car,882,287,960,355,6.443
327,2,Car,884,289,960,357,6.371
328,2,Car,887,289,960,357,7.323
329,2,Car,890,289,960,357,7.879
330,2,Car,892,288,960,355,7.485
331,2,Car,895,287,960,354,7.298
332,2,Car,898,287,960,353,7.726
333,2,Car,900,287,960,354,7.726
334,2,Car,904,289,960,354,8.667
335,2,Car,908,291,960,355,9.000
336,2,Car,910,293,960,357,8.741
351,257,Car,0,306,54,336,0.000
383,260,Car,49,305,116,334,0.000
384,260,Car,29,305,99,335,111.041
385,260,Car,7,305,79,336,118.538
386,260,Car,0,305,63,336,102.020
387,260,Car,0,303,51,336,85.500
447,274,Car,35,307,90,331,0.000
448,274,Car,17,306,76,332,96.000
449,274,Car,0,305,62,333,94.500
450,274,Car,0,306,49,333,76.007
544,311,Car,103,312,141,329,0.000
545,311,Car,91,312,131,329,66.000
551,316,Car,1,310,57,334,0.000
552,316,Car,0,308,48,333,31.321
615,327,Car,163,306,220,327,0.000
616,327,Car,152,306,208,327,69.000
617,327,Car,141,306,197,326,67.517
618,327,Car,129,307,185,327,69.007
619,327,Car,112,306,173,328,73.504
623,339,Car,223,304,262,321,0.000
623,327,Car,93,308,143,326,55.126
624,339,Car,215,304,254,321,48.000
624,327,Car,84,308,132,326,55.668
625,339,Car,201,304,241,321,64.500
625,327,Car,71,307,122,326,57.000
626,339,Car,187,303,229,321,69.007
626,327,Car,56,307,108,326,58.800
627,339,Car,171,302,217,322,72.754
627,327,Car,41,307,94,327,60.903
628,339,Car,155,303,203,323,76.202
628,327,Car,22,307,78,329,64.203
629,339,Car,138,304,189,325,79.025
629,327,Car,6,308,62,330,65.111
630,339,Car,115,305,172,328,84.926
630,327,Car,0,309,50,332,79.771
631,339,Car,89,305,154,331,96.972
632,339,Car,64,305,132,332,105.554
633,339,Car,34,304,108,333,117.561
634,339,Car,6,303,85,334,127.408
